epoch,eval_reward,eval_sd
100,-1.4344498801231382,2.220446049250313e-16
350,-1.4344498801231382,2.220446049250313e-16
600,-1.3396940398216242,2.220446049250313e-16
850,-1.3031920921802516,2.220446049250313e-16
1100,-1.2751176738739014,2.220446049250313e-16
1350,-1.2537877476215373,0.0
